&#65279;"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"WT3WWY8R","book","2005","Walton, Andrea","Women and philanthropy in education","","978-0-253-34466-3","","","http://site.ebrary.com/id/10124802","","2005","2020-09-16 14:40:29","2020-09-25 18:55:12","2020-09-16 14:40:28","","xi, 356","","","","","","Philanthropic and nonprofit studies","","","","Indiana University Press","Bloomington","English","","","","","WorldCat Discovery Service","","Section: xi, 356 pages ; 25 cm.","","","","19e siècle.; 20e siècle.; Éducation des femmes.; Endowments United States History.; Endowments.; Enseignement supérieur.; États-Unis.; Femme.; Femmes dans l'enseignement supérieur États-Unis Histoire.; Femmes Enseignement supérieur États-Unis Histoire.; Femmes philanthropes États-Unis Histoire.; Fondation (Institution); Fondations États-Unis Histoire.; Histoire.; History.; Hochschullehrerin.; Philanthropie.; United States.; USA.; Women in higher education United States History.; Women in higher education.; Women philanthropists United States History.; Women philanthropists.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IKLR9XPR","book","0000","Women in Engineering.; University of Adelaide. Equal Opportunity Office.","Women doing engineering: join us.","","","","","","","0000","2020-09-16 14:40:29","2020-09-25 18:54:42","","","","","","","","Women doing engineering","","","","","Women in Engineering","Glenside, S. Aust.","English","","","","","WorldCat Discovery Service","","Section: 17 unnumbered pages : portraits ; 30 cm","","","","South Australia.; Women engineers Australia South Australia.; Women engineers.; Women in engineering Australia South Australia.; Women in engineering.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"83ZZ7UFL","book","2018","Green, Jen; Zishan, Mohd","Women in science","","978-0-241-31595-8","","","","","2018","2020-09-16 14:40:29","2020-09-25 18:56:38","","","64","","","","","","DK. Level 3, Beginning to read alone","","","","Dorling Kindersley","London, England","English","","","","","WorldCat Discovery Service","","Section: 64 pages : illustrations (chiefly colour), portraits (chiefly colour) ; 24 cm.","","","","Biographies.; Chapter-headings.; JUVENILE NONFICTION Biography & Autobiography Science & Technology.; JUVENILE NONFICTION Biography & Autobiography Women.; JUVENILE NONFICTION Reader Intermediate.; Juvenile works.; Readers (Primary); Readers (Publications); Women in science Biography.; Women in science Juvenile literature.; Women in science.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A6F6LCVL","book","2016","Scelfo, Julie; Heald, Hallie","The women who made New York","","978-1-58005-653-3","","","","","2016","2020-09-16 14:40:29","2020-09-25 18:55:51","","","335","","","","","","","","","","Seal Press","Berkeley, California","English","","","","","WorldCat Discovery Service","","Section: 335 pages : color illustrations ; 24 cm","","","","Biographies.; HISTORY United States State & Local Middle Atlantic (DC, DE, MD, NJ, NY, PA); HISTORY Women.; History.; New York (N.Y.) History.; New York (State) New York.; SOCIAL SCIENCE Popular Culture.; SOCIAL SCIENCE Sociology Urban.; Women New York (State) New York Biography.; Women.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"55MZK2JR","book","2011","Kuzmak, Nancy.","Women engineers: stories of persistence.","","978-1-243-83020-3","","","http://gateway.proquest.com/openurl?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&res_dat=xri:pqm&rft_dat=xri:pqdiss:3398687","","2011","2020-09-16 14:40:29","2020-09-25 18:56:11","2020-09-16 14:40:28","","","","","","","Women engineers","","","","","Proquest, Umi Dissertatio","[Place of publication not identified]","English","","","","","WorldCat Discovery Service","","Section: pages","","","","NONE FOUND","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4NY22N79","book","2005","Siti Hamisah Tapsir; Norliza Mohd. Noor.","Women engineers in Malaysia","","","","","","","2005","2020-09-16 14:40:29","2020-09-25 18:55:32","","","","","","","","","","","","","Universiti Teknologi Malaysia","Skudai","English","","","","","WorldCat Discovery Service","","Section: 5 unnumbered pages : illustrations ; 29 cm","","","","Malaysia.; Women engineers Malaysia.; Women engineers.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HZH2BFAQ","book","2002","DiGeorgio-Lutz, JoAnn.","Women in higher education: empowering change","","978-0-89789-887-4","","","","","2002","2020-09-16 14:40:29","2020-09-25 18:58:07","","","viii, 184","","","","","Women in higher education","","","","","Praeger","Westport, Conn.","English","","","","","WorldCat Discovery Service","","Section: viii, 184 pages ; 25 cm","","","","Feminism and higher education.; Féminisme et enseignement supérieur.; Femmes dans l'enseignement supérieur.; Women in higher education.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BSQSNKJ3","book","2008","Armstrong, Mabel.","Women astronomers: reaching for the stars","","978-0-9728929-5-7 978-1-4395-6891-0","","","http://catdir.loc.gov/catdir/toc/ecip0719/2007022318.html","","2008","2020-09-16 14:40:29","2020-09-25 19:00:28","2020-09-16 14:40:29","","","","","","","Women astronomers","Discovering women in science series","","","","Stone Pine Press","Marcola, Ore.","English","","","","","WorldCat Discovery Service","","Section: ix, 178, [1] pages : illustrations ; 23 cm.","","","","History.; Literature.; Oregon authors.; Women astronomers.; Women in astronomy History.; Women in astronomy.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2QCUA8M9","book","2002","Bagilhole, Barbara","Women in non-traditional occupations: challenging men","","978-0-333-92926-1","","","","","2002","2020-09-16 14:40:29","2020-09-25 18:58:24","","","vii, 220","","","","","Women in non-traditional occupations","","","","","Palgrave Macmillan","Houndmills, Basingstoke, Hampshire ;","English","","","","","WorldCat Discovery Service","","Section: vii, 220 pages ; 23 cm","","","http://bvbr.bib-bvb.de:8991/F?func=service&doc_library=BVB01&doc_number=014764045&line_number=0001&func_code=DB_RECORDS&service_type=MEDIA","Discrimination sexuelle dans l'emploi.; Equality.; Femmes Travail.; Frau; Frau.; Gleichberechtigung; Männerberuf; Occupations.; Sex discrimination in employment.; Women Employment.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R9XJXBNC","book","2011","Ghaffari, Elizabeth.","Women leaders at work","","978-1-4302-3729-7 978-1-4302-3730-3","","","https://doi.org/10.1007/978-1-4302-3730-3","","2011","2020-09-16 14:40:29","2020-09-25 18:57:47","2020-09-16 14:40:29","","xv, 342","","","","","","","","","","Apress ;","[Berkeley, Calif.]","English","","","","","WorldCat Discovery Service","","Section: xv, 342 pages ; 23 cm","","","","Biographies.; Leadership in women.; Women employees Biography.; Women employees.; Women Employment.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2EDRSMVI","book","2020","Gaston-Bird, Leslie; Audio Engineering Society","Women in audio","","978-1-138-31601-0 978-1-138-31599-0","","","","","2020","2020-09-16 14:40:46","2020-09-25 18:53:22","","","xvi, 316","","","","","","Audio Engineering Society presents ...","","","","Routledge, Taylor & Francis Group","New York","English","","","","","WorldCat Discovery Service","","Section: xvi, 316 pages : illustrations ; 25 cm.","","","","Acoustical engineering.; Sound engineers Biography.; Sound engineers.; Sound Research History.; Women engineers.; Women in engineering.; Women in the broadcasting industry Biography.; Women sound engineers Biography.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BQRMMPGM","book","2010","Associated Society of Locomotive Engineers and Firemen.","Women at work: a guide for ASLEF representatives","","","","","","","2010","2020-09-16 14:40:46","2020-09-25 18:54:24","","","22","","","","","Women at work","","","","","ASLEF","London","English","","","","","WorldCat Discovery Service","","Section: 22 pages ; 23 cm","","","","Employee rights Great Britain.; Employee rights.; Great Britain.; Handbooks and manuals.; Sex discrimination in employment Handbooks, manuals, etc.; Sex discrimination in employment.; Women Employment Handbooks, manuals, etc.; Women Employment.; Women's rights Handbooks, manuals, etc.; Women's rights.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
