&#65279;"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"3S8APXFD","book","2008","Greenblatt, Jacquelyn A.","Women scientists & inventors: a science puzzle book.","","978-1-59647-263-1","","","","","2008","2020-09-16 15:05:20","2020-09-22 16:22:16","","","","","","","","Women scientists & inventors","","","","","Good Year Books","[Place of publication not identified]","English","","","","","WorldCat Discovery Service","","","","","","NONE FOUND","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XQ2YJ7LY","book","2008","Rosser, Sue Vilhauer","Women, science, and myth: gender beliefs from antiquity to the present","","978-1-59884-095-7","","","http://catdir.loc.gov/catdir/enhancements/fy0811/2008009359-d.html","","2008","2020-09-16 15:05:20","2020-09-22 16:19:31","2020-09-16 15:05:19","","xvii, 502","","","","","Women, science, and myth","","","","","ABC-CLIO","Santa Barbara, Calif.","English","","","","","WorldCat Discovery Service","","Section: xvii, 502 pages : illustrations ; 27 cm","","","","Discriminatie (sociologie); Könsskillnader forskning.; Kvinnorollen forskning.; Natuurwetenschappen.; Sekseverschillen.; Sex customs.; Sex differences Research.; Sex role Research.; Vrouwen.; Wetenschapsbeoefenaars.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MZHEKYW9","book","2001","Polk, Milbry.; Tiegreen, Mary.","Women of discovery: a celebration of intrepid women who explored the world","","978-0-609-60480-9 978-0-676-79388-8","","","http://catdir.loc.gov/catdir/bios/random059/99089063.html","","2001","2020-09-16 15:05:20","2020-09-22 16:20:09","2020-09-16 15:05:19","","256","","","","","Women of discovery","","","","","C. Potter","New York","English","","","","","WorldCat Discovery Service","","Section: 256 pages : illustrations (some color), maps ; 29 cm","","","","Aventurières Biographies.; Biografie; Biographies.; Entdeckungsreise; Exploratrices Biographies.; Femmes artistes Biographies.; Femmes Biographies.; Femmes scientifiques Biographies.; Frau.; Kvinnliga resenärer historia biografi.; Voyageuses Biographies.; Women adventurers Biography.; Women adventurers.; Women artists Biography.; Women artists.; Women Biography.; Women explorers Biography.; Women explorers.; Women scientists Biography.; Women scientists.; Women travelers Biography.; Women travelers.; Women.","","","","","","","","","","","","","","","","","","","","","1st ed.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AUAZ3ZR9","book","2000","Kahn, Jetty.","Women in agricultural science careers","","978-0-7368-0314-4","","","","","2000","2020-09-16 15:05:20","2020-09-22 16:21:53","","","48","","","","","","Capstone short biographies","","","","Capstone Books","Mankato, Minn.","English","","","","","WorldCat Discovery Service","","Section: 48 pages : color illustrations ; 23 cm.","","","","Agriculturalists.; Agriculturists.; Biographies.; Juvenile works.; Scientists.; United States.; Women agricultural economists United States Biography Juvenile literature.; Women agricultural economists.; Women agriculturists United States Biography Juvenile literature.; Women agriculturists.; Women Biography.; Women fishery scientists United States Biography Juvenile literature.; Women fishery scientists.; Women veterinarians United States Biography Juvenile literature.; Women veterinarians.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4T73WLZL","book","2012","Kolaskar, A. S.; Dash, Motilal.","Women and society: the road to change","","978-0-19-808078-7","","","http://catdir.loc.gov/catdir/toc/fy13pdf03/2012337145.html","","2012","2020-09-16 15:05:20","2020-09-22 16:21:11","2020-09-16 15:05:20","","xv, 222","","","","","Women and society","","","","","Oxford University Press","New Delhi","English","","","","","WorldCat Discovery Service","","Section: xv, 222 pages ; 24 cm","","","","Feminism historia.; Feminism India.; Feminism.; Feminismus; Frau; Frau.; India.; Indien; Kvinnorollen historia.; Sociala förhållanden.; Soziale Stellung; Women in development India.; Women in development.; Women India Social conditions.; Women Social conditions.; Women, Working.; Women's Rights.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JYPYNIVL","book","2014","","Women in industrial research","","978-3-515-10670-2","","","","","2014","2020-09-16 15:05:20","2020-09-22 16:18:49","","","xv, 258","","","","","","Wissenschaftskultur um 1900, 1613-673X ; Bd. 8","","","","Franz Steiner","Stuttgart","English","","","","","WorldCat Discovery Service","","Section: xv, 258 pages : illustrations, portraits ; 25 cm.","","","","Akademiker; Chemical industry History.; Chemical industry.; Cosmetics industry History.; Cosmetics industry.; Electrical engineering History.; Electrical engineering.; Frauen; Germany.; Geschichte; History.; Industrieforschung; Nuclear industry History.; Nuclear industry.; Optics History.; Optics.; Research, Industrial History.; Research, Industrial.; Wissenschaft; Wissenschaftler; Wissenschaftlerin; Women History.; Women in science History.; Women in science.; Women.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"83MQP7RJ","book","2017","Alexander, Heather","Women who rocked medicine","","978-1-4748-8254-5 978-1-4748-9204-9","","","","","2017","2020-09-16 15:05:20","2020-09-22 16:23:00","","","48","","","","","","STEM stars","","","","Parragon","Bath [England]","English","","","","","WorldCat Discovery Service","","Section: 48 pages : illustrations (some colour) ; 21 cm.","","","","Biographies.; History.; JUVENILE NONFICTION / Biography & Autobiography / Science & Technology.; JUVENILE NONFICTION / Girls & Women.; JUVENILE NONFICTION / Science & Nature.; Juvenile works.; Women in medicine Biography Juvenile literature.; Women in medicine History Juvenile literature.; Women in medicine History.; Women in medicine.; Women physicians Juvenile literature.; Women physicians.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SW4ZFPT8","book","2002","Sullivan, Otha Richard; Haskins, James","African American women scientists and inventors","","978-0-471-38707-7 978-1-118-46639-1","","","http://catdir.loc.gov/catdir/toc/onix06/2001017924.html","","2002","2020-09-16 15:05:33","2020-09-22 16:15:54","2020-09-16 15:05:32","","ix, 150","","","","","","Black stars","","","","Wiley","New York","English","","","","","WorldCat Discovery Service","","Section: ix, 150 pages : illustrations ; 25 cm.","","","","African American inventors Biography.; African American inventors.; African American scientists Biography.; African American scientists.; African American women.; African Americans Biography.; Biographies.; Inventeurs noirs américains Biographies.; Inventors Biography.; Inventors.; Literature.; Noires américaines.; Scientifiques noirs américains Biographies.; Women scientists Biography.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LI9DULNB","book","2002","Oakes, Elizabeth H.","International encyclopedia of women scientists","","978-0-8160-4381-1","","","http://www.e-streams.com/es0603/es0603_2394.html","","2002","2020-09-16 15:05:33","2020-09-22 16:17:00","2020-09-16 15:05:32","","xiv, 448","","","","","","Facts on File science library","","","","Facts on File","New York","English","","","","","WorldCat Discovery Service","","Section: xiv, 448 pages : illustrations ; 29 cm.","","","","Biografie; Biographies.; Biography.; Encyclopedia.; Femmes scientifiques Biographies Encyclopédies.; Naturwissenschaftlerin; Reference works.; Science.; Vrouwen.; Wetenschapsbeoefenaars.; Wissenschaftlerin; Women scientists Biography Encyclopedias.; Women scientists.; Women.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IDABSEMP","book","2014","Etingoff, Kim.","Women who built our scientific foundations","","978-1-4222-2933-0 978-1-4222-2923-1","","","","","2014","2020-09-16 15:05:33","2020-09-22 16:17:40","","","64","","","","","","Major women in science","","","","Mason Crest","Broomall","English","","","","","WorldCat Discovery Service","","Section: 64 pages : color illustrations ; 30 cm.","","","","Biographies.; Juvenile works.; Literature.; Science Vocational guidance Juvenile literature.; Science Vocational guidance.; Scientists Biography.; Scientists.; Women Biography.; Women scientists Biography Juvenile literature.; Women scientists Biography.; Women scientists.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GYWFU52X","book","2015","","Women scientists position in sociology, technics and chemistry.","","978-3-659-79073-7","","","","","2015","2020-09-16 15:05:33","2020-09-22 16:15:03","","","","","","","","","","","","","LAP LAMBERT ACADEMIC PUBL","[Place of publication not identified]","English","","","","","WorldCat Discovery Service","","","","","","NONE FOUND","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"F9N4E3QP","book","2001","Bebbington, Diane.","Women scientists in higher education: a literature review","","978-1-84036-057-8","","","","","2001","2020-09-16 15:05:33","2020-09-22 16:18:24","","","44","","","","","Women scientists in higher education","Occasional paper / Athena Project ; no. 1","","","","Athena Project","London","English","","","","","WorldCat Discovery Service","","Section: 44 pages ; 30 cm.","","","","NONE FOUND","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X22F3W9F","book","2013","Red Interamericana de Academias de Ciencias.; IAP--the Global Network of Science Academies.","Women scientists in the Americas: their inspiring stories.","","","","","http://www.interacademies.net/File.aspx?id=24988","","2013","2020-09-16 15:05:33","2020-09-22 16:16:16","2020-09-16 15:05:33","","169","","","","","Women scientists in the Americas","","","","","IANAS","[Place of publication not identified]","English","","","","","WorldCat Discovery Service","","Section: 169 pages : color illustrations ; digital, PDF file","","","","America.; Biographies.; Research America.; Research.; Women in science America Biography.; Women in science.; Women scientists America Biography.; Women scientists.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9R2Q48HT","book","2000","Glover, Judith","Women and scientific employment","","978-0-333-68318-7 978-0-312-22928-3","","","","","2000","2020-09-16 15:05:33","2020-09-22 16:17:18","","","xi, 190","","","","","","","","","","Macmillan ;","London","English","","","","","WorldCat Discovery Service","","Section: xi, 190 pages : illustrations ; 23 cm","","","","Employment.; France.; Great Britain.; Science.; United States.; Women scientists Employment France.; Women scientists Employment Great Britain.; Women scientists Employment United States.; Women scientists Employment.; Women.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZJKYPC46","book","2005","Dendy, Leslie A.; Boring, Mel; Mordan, C. B.","Guinea pig scientists: bold self-experimenters in science and medicine","","978-0-8050-7316-4","","","http://catdir.loc.gov/catdir/enhancements/fy0618/2004052364-s.html","","2005","2020-09-16 15:05:33","2020-09-22 16:18:00","2020-09-16 15:05:33","","213","","","","","Guinea pig scientists","","","","","Henry Holt & Co.","New York","English","","","","","WorldCat Discovery Service","","Section: 213 pages : illustrations ; 25 cm","","","","Autoexperimentation history.; Human experimentation in medicine.; Juvenile Literature [Publication Type]; Juvenile works.; Literature.; Medical Laboratory Personnel history.; Scientists Juvenile literature.; Scientists.; Self-experimentation in medicine Juvenile literature.; Self-experimentation in medicine.; Young adult nonfiction.","","","","","","","","","","","","","","","","","","","","","1st ed.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"T834QF5K","book","2005","Oceanography Society (Virginia Beach, Va.)","Women in oceanography.","","","","","","","2005","2020-09-16 15:05:33","2020-09-22 16:16:41","","","256","","","","","","","","","","The Oceanography Society","Rockville, MD","English","","","","","WorldCat Discovery Service","","Section: 256 pages : illustrations ; 28 cm","","","","Oceanography Research.; Oceanography Vocational guidance.; Women in science.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B4FCJLXF","book","2018","Tsjeng, Zing","Forgotten women: the scientists","","978-1-78840-042-8 978-1-84403-983-8","","","","","2018","2020-09-16 15:05:33","2020-09-22 16:15:30","","","224","","","","","Forgotten women","Forgotten women","","","","Cassell Illustrated","London","English","","","","","WorldCat Discovery Service","","Section: 224 pages : illustrations (some color) ; 22 cm.","","","","Biographies.; Women Biography.; Women scientists Biography.; Women scientists.; Women.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K2JPBS9L","book","2018","Harrington, Erin Jean","Women, monstrosity and horror film: gynaehorror","","978-1-4724-6729-4","","","","","2018","2020-09-16 15:06:18","2020-09-22 16:13:36","","","vi, 287","","","","","Women, monstrosity and horror film","Film philosophy at the margins ; 2","","","","Routledge, an imprint of the Taylor & Francis Group","Abingdon, Oxon ;","English","","","","","WorldCat Discovery Service","","Section: vi, 287 pages ; 24 cm.","","","","Criticism, interpretation, etc.; Frau; Horror films History and criticism.; Horror films.; Horrorfilm; Sexualität; Women in motion pictures.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YS7X7NVA","book","2006","Organisation for Economic Co-operation and Development.","Women in scientific careers: unleashing the potential.","","978-92-64-02537-0","","","https://doi.org/10.1787/9789264025387-en","","2006","2020-09-16 15:06:18","2020-09-22 16:12:28","2020-09-16 15:06:17","","228","","","","","Women in scientific careers","","","","","Organisation for Economic Co-operation and Development","[Paris, France]","English","","","","","WorldCat Discovery Service","","Section: 228 pages : illustrations ; 28 cm","","","","Femmes scientifiques Pays de l'OCDE.; Femmes Travail Pays de l'OCDE.; Forskning genusaspekter.; Karriär.; Kvinnliga forskare OECD-länderna.; Kvinnor arbete och arbetsmarknad OECD-länderna.; OECD countries.; Women Employment OECD countries.; Women Employment.; Women scientists OECD countries.; Women scientists.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4VTNJ9IZ","book","2016","Panayotidis, Euthalia Lisa; Stortz, Paul James","Women in higher education, 1850-1970: international perspectives","","978-0-415-85804-5 978-0-203-79565-1","","","","","2016","2020-09-16 15:06:18","2020-09-22 16:12:05","","","xiv, 290","","","","","Women in higher education, 1850-1970","Routledge research in gender and history ; 21","","","","Routledge, is an imprint of the Taylor & Francis Group, an Informa business","New York ;","English","","","","","WorldCat Discovery Service","","Section: xiv, 290 pages : illustrations ; 24 cm.","","","","1800-1999; 1800-talet; 1900-talet; Akademiker.; Coeducation History 19th century.; Coeducation History 20th century.; Coeducation.; Education, Higher Social aspects History 19th century.; Education, Higher Social aspects History 20th century.; Education, Higher Social aspects.; Frau; Gender.; Genus.; History of education 19th century 20th century.; History.; Hochschulbildung; Hochschullehrerin; Högskoleutbildning historia.; Högskoleutbildning sociala aspekter historia.; Intellectuals.; International surveys.; Internationaler Vergleich; Internationella översikter.; Kvinnliga högskolestuderande historia.; Kvinnliga professorer historia.; Kvinnor historia.; Professorer.; Professors.; Studenter.; Students.; Universitet.; Universitetsutbildning.; Universities.; University education.; Utbildningshistoria 1800-talet 1900-talet.; Women college students History 19th century.; Women college students History 20th century.; Women college students.; Women college teachers History 19th century.; Women college teachers History 20th century.; Women college teachers.; Women Education (Higher); Women Education (Higher) History 19th century.; Women Education (Higher) History 20th century.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YM5F8CV5","book","2000","United Nations Library (Geneva, Switzerland)","Women: a selective bibliography, 1988-1999 = Femmes : bibliographie sélective, 1988-1999","","978-92-1-000137-3","","","http://bibpurl.oclc.org/web/1969 http://www.unog.ch/frames/library/pub/bibliography/women.htm","","2000","2020-09-16 15:06:18","2020-09-22 16:10:52","2020-09-16 15:06:17","","","","","","","Women","","","","","United Nations Library","Geneva","English","","","","","WorldCat Discovery Service","","Section: viii, 219 ; 30 cm","","","","Bibliographies.; Femmes Conditions économiques Bibliographie.; Femmes Conditions sociales Bibliographie.; Femmes Droits Bibliographie.; Femmes Statuts juridiques Bibliographie.; Femmes Travail Bibliographie.; Frauen Bibliographie 1988-1999.; Personnel féminin Bibliographie.; Reference works.; Vrouwen.; Women Economic conditions Bibliography.; Women Economic conditions.; Women employees Bibliography.; Women employees.; Women Social conditions Bibliography.; Women Social conditions.; Women's rights Bibliography.; Women's rights.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HAFUI9DD","book","2009","Neelam Kumar.; Burton, Antoinette M.","Women and science in India: a reader","","978-0-19-569705-6","","","http://catdir.loc.gov/catdir/enhancements/fy0907/2009341053-t.html","","2009","2020-09-16 15:06:18","2020-09-22 16:12:49","2020-09-16 15:06:17","","xxx, 351","","","","","Women and science in India","","","","","Oxford University Press","New Delhi","English","","","","","WorldCat Discovery Service","","Section: xxx, 351 pages ; 23 cm","","","","30.04 teaching, profession, organizations of the exact sciences.; Frau; Frau.; Geschichte; Geschichte.; India.; Indien; Medizin; Naturwissenschaften; Vrouwen.; Wetenschapsbeoefenaars.; Women in science India.; Women in science.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R8V8PWMU","book","2017","Lawlor, Laurie","Super women: six scientists who changed the world","","978-0-8234-3675-0 978-0-8234-4186-0","","","http://firstsearch.oclc.org/WebZ/DECRead?standardNoType=1&standardNo=0823436756&sessionid=0&srcdbname=worldcat&key=925706f7dd6fe93ef783ad590f4cca8d482af67c299223da89e7239111815c2c&ectype=MOREINFO","","2017","2020-09-16 15:06:18","2020-09-22 16:13:09","2020-09-16 15:06:17","","57","","","","","Super women","","","","","Holiday House","New York","English","","","","","WorldCat Discovery Service","","Section: 57 pages : illustrations, map ; 27 cm","","","","Biographies.; Juvenile works.; Scientists Biography Juvenile literature.; Scientists Biography.; Scientists.; Women scientists Biography Juvenile literature.; Women scientists Biography.; Women scientists.","","","","","","","","","","","","","","","","","","","","","First edition.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6PXGU8ZU","book","2010","Gauthier, Xavière.","Women of consequence: heroines who shaped the world","","978-2-08-030091-1","","","","","2010","2020-09-16 15:06:18","2020-09-22 16:14:08","","","256","","","","","Women of consequence","","","","","Flammarion","Paris","English","","","","","WorldCat Discovery Service","","Section: 256 pages : illustrations (some color) ; 28 cm","","","","1900-2099; Biographies.; History.; Women heroes Biography.; Women heroes History 20th century.; Women heroes History 21st century.; Women heroes.","","","","","","","","","","","","","","","","","","","","","English language ed.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BJ8PWA9G","book","2016","Calkhoven, Laurie; Petersen, Alyssa","The women who launched the computer age","","978-1-4814-7047-6 978-1-4814-7048-3 978-1-4814-7046-9","","","","","2016","2020-09-16 15:06:18","2020-09-22 16:14:32","","","48","","","","","","You should meet","","","","Simon Spotlight","New York","English","","","","","WorldCat Discovery Service","","Section: 48 pages : chiefly color illustrations ; 24 cm.","","","","Biographies.; Computer industry United States History Juvenile literature.; Computer industry.; Computer programmers United States Biography Juvenile literature.; Computer programmers.; Computer scientists United States Biography Juvenile literature.; Computer scientists.; ENIAC (Computer); ENIAC (Computer) History Juvenile literature.; History.; JUVENILE NONFICTION Readers Chapter Books.; Juvenile works.; Readers (Primary); United States.; Women Biography.; Women computer programmers United States Biography Juvenile literature.; Women computer programmers.; Women computer scientists United States Biography Juvenile literature.; Women computer scientists.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R7GIQ3FQ","book","2009","Satkunanathan, Ambika; Social Scientists Association of Sri Lanka","Women and the Tsunami","","978-955-1772-59-8","","","","","2009","2020-09-16 15:06:18","2020-09-22 16:11:40","","","v, 19","","","","","","","","","","Social Scientists' Association","Colombo","English","","","","","WorldCat Discovery Service","","Section: v, 19 pages : 2 maps ; 23 cm","","","","2004; Indian Ocean Tsunami, 2004.; Indian Ocean.; Sri Lanka.; Tsunami relief Sri Lanka.; Tsunami relief.; Women disaster victims Sri Lanka.; Women disaster victims.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QNRM5CS9","book","2000","Tortajada, Cecilia.","Women and water management: the Latin American experience","","978-0-19-565173-7","","","http://catdir.loc.gov/catdir/enhancements/fy0637/00710359-d.html","","2000","2020-09-16 15:06:18","2020-09-22 16:11:16","2020-09-16 15:06:18","","xx, 231","","","","","Women and water management","Oxford India paperbacks","","","","Oxford University Press","New Delhi","English","","","","","WorldCat Discovery Service","","Section: xx, 231 pages ; 22 cm","","","","besluitvorming; decision making; latijns-amerika; latin america; Latin America.; participatie; participatief management; participation; participative management; positie van de vrouw; vrouwen; Water conservation Latin America.; Water conservation.; water management; Water Management (General); Water Management.; water resources; Water use Social aspects Latin America.; Water use Social aspects.; waterbeheer; Waterbeheer (algemeen); watervoorraden; woman's status; women; Women Latin America.; Women.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TS47ABPF","book","2009","Sridhara, Shakunthala.; University of Agricultural Sciences (Bangalore, India)","Women in agriculture & rural development","","978-81-89422-99-8","","","","","2009","2020-09-16 15:06:35","2020-09-22 16:07:44","","","xxii, 358","","","","","","","","","","New India Pub. Agency","New Delhi","English","","","","","WorldCat Discovery Service","","Section: xxii, 358 pages : illustrations ; 25 cm","","","","Conference papers and proceedings.; India.; Rural development Government policy India Congresses.; Rural development Government policy.; Women in agriculture India Congresses.; Women in agriculture Supplementary employment India Congresses.; Women in agriculture Supplementary employment.; Women in agriculture.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"M3NKKW37","book","2013","Kiernan, Denise","The girls of Atomic City: the untold story of the women who helped win World War II","","978-1-4516-1752-8 978-1-4516-1753-5 978-1-4516-1754-2","","","","","2013","2020-09-16 15:06:35","2020-09-22 16:08:50","","","xvii, 373","","","","","The girls of Atomic City","","","","","Simon & Schuster","New York, NY","English","","","","","WorldCat Discovery Service","","Section: xvii, 373 pages, 16 unnumbered pages of plates : illustrations, map, portraits ; 24 cm","","","","1900-1999; Atomic bomb History.; Biographies.; Historical.; History.; Interviews.; Manners and customs.; NonFiction.; Oak Ridge (Tenn.); Oak Ridge (Tenn.) Biography.; Oak Ridge (Tenn.) History 20th century.; Oak Ridge (Tenn.) Social life and customs 20th century.; Oak Ridge National Laboratory History 20th century.; Oak Ridge National Laboratory.; Official secrets United States History 20th century.; Official secrets.; Sociological.; Tennessee Oak Ridge.; United States.; Uranium enrichment History 20th century.; Uranium enrichment.; Uranium.; Women employees Tennessee Oak Ridge History 20th century.; Women employees.; Women Employment United States History.; Women Tennessee Oak Ridge Interviews.; Women.; World War, 1939-1945 History.; World War, 1939-1945 Tennessee Oak Ridge.; World War, 1939-1945 Women Tennessee Oak Ridge.","","","","","","","","","","","","","","","","","","","","","First Touchstone hardcover edition.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NQ63F2NE","book","2016","Mullenbach, Cheryl","Women in blue: 16 brave officers, forensics experts, police chiefs, and more","","978-1-61373-422-3","","","","","2016","2020-09-16 15:06:35","2020-09-22 16:08:24","","","ix, 229","","","","","Women in blue","Women of action","","","","Chicago Review Press","Chicago, Illinois","English","","","","","WorldCat Discovery Service","","Section: ix, 229 pages : illustrations ; 23 cm","","","","Biographies.; Case studies.; Law enforcement; Law enforcement United States.; Law enforcement.; Policewomen; Policewomen United States Case studies.; Policewomen.; United States.; YOUNG ADULT NONFICTION Biography & Autobiography Women.; YOUNG ADULT NONFICTION Careers.","","","","","","","","","","","","","","","","","","","","","First edition.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V7626FI6","book","2016","Holt, Nathalia","Rise of the rocket girls: the women who propelled us, from missiles to the moon to Mars","","978-0-316-33892-9 978-0-316-33890-5","","","https://www.loc.gov/catdir/enhancements/fy1614/2015954384-b.html","","2016","2020-09-16 15:06:35","2020-09-22 16:09:18","2020-09-16 15:06:34","","xiii, 338","","","","","Rise of the rocket girls","","","","","Little, Brown and Company","New York","English","","","","","WorldCat Discovery Service","","Section: xiii, 338 pages, 16 unnumbered pages of plates : illustrations (some color) ; 25 cm","","","","1900-1999; 1900-1999.; Astronautics United States History 20th century.; Astronautics United States History.; Astronautics.; Biographies.; Frauenberuf; Geschichte; HISTORIES.; History.; Informatik; Jet Propulsion Laboratory (U.S.); Jet Propulsion Laboratory (U.S.) Biography.; Jet Propulsion Laboratory (U.S.) History.; Mathematical Computing.; MATHEMATICS.; Mathematik; Rocketry United States History 20th century.; Rocketry United States History.; Rocketry.; ROCKETS.; Space Flight history.; United States.; Women computer programmers United States Biography.; Women computer programmers United States History.; Women computer programmers.; Women history.; Women in computer science United States Biography.; Women in computer science.; Women mathematicians Biography.; Women mathematicians History.; Women mathematicians United States Biography.; Women mathematicians United States History.; Women mathematicians.","","","","","","","","","","","","","","","","","","","","","First edition.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CPTL28L5","book","2018","Freedman, Jeri","Women of the scientific revolution","","978-1-5081-7478-3 978-1-5081-7479-0","","","https://ezproxy.acadiau.ca:9443/login?url=https://search.ebscohost.com/login.aspx?direct=true&scope=site&db=nlebk&db=nlabk&AN=1502944","","2018","2020-09-16 15:06:35","2020-09-22 16:09:59","2020-09-16 15:06:34","","112","","","","","","Leaders of the scientific revolution","","","","Rosen Publishing","New York","English","","","","","WorldCat Discovery Service","","Section: 112 pages : illustrations (some color) ; 24 cm.","","","","Biographies.; History.; Women in science History.; Women in science.; Women scientists History.; Women scientists.","","","","","","","","","","","","","","","","","","","","","First edition.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7KJYTFLD","book","2005","Xie, Yu; Shauman, Kimberlee A.","Women in science: career processes and outcomes","","978-0-674-01859-4","","","","","2005","2020-09-16 15:06:35","2020-09-22 16:06:53","","","xvii, 318","","","","","Women in science","","","","","Harvard University Press","Cambridge, Mass.","English","","","","","WorldCat Discovery Service","","Section: xvii, 318 pages : illustrations ; 24 cm","","","","Women in science.; Women scientists.","","","","","","","","","","","","","","","","","","","","","1st Harvard University Press paperback ed.","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZV7N4S3K","book","2012","Rossiter, Margaret W.","Women scientists in America, vol. 3: forging a new world since 1972","","978-1-4214-0363-2 978-1-4214-0233-8","","","","","2012","2020-09-16 15:06:35","2020-09-22 16:08:05","","","xx, 426","","","","","Women scientists in America, vol. 3","Women scientists in America ; 3","","","","Johns Hopkins University Press","Baltimore, MD","English","","","","","WorldCat Discovery Service","","Section: xx, 426 pages : illustrations ; 24 cm","","","","1900-2099; History.; United States.; Women in science United States History 20th century.; Women in science United States History 21st century.; Women in science.; Women scientists United States History 20th century.; Women scientists United States History 21st century.; Women scientists.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H9UR7JTV","book","2018","Goldin, Claudia Dale; Katz, Lawrence F.","Women working longer: increased employment at older ages","","978-0-226-53250-9","","","","","2018","2020-09-16 15:06:35","2020-09-22 16:09:37","","","x, 315","","","","","Women working longer","National Bureau of Economic Research conference report","","","","The University of Chicago Press","Chicago","English","","","","","WorldCat Discovery Service","","Section: x, 315 pages : illustrations ; 24 cm.","","","","Age and employment United States.; Age and employment.; Frau; Lebensarbeitszeit; Older women Employment United States.; Older women Employment.; United States.; Verlängerung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
